Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_egressbps_average;azure_egressbps_count;azure_egressbps_maximum;azure_egressbps_minimum;azure_egressbps_total,Egress Throughput,BitsPerSecond,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_cachenodeid,average
azure_hitratio_average;azure_hitratio_count;azure_hitratio_maximum;azure_hitratio_minimum;azure_hitratio_total,"Cache hit ratio is a measurement of how many content requests a cache is able to fill successfully, compared to how many requests it receives.",Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_cachenodeid,average
azure_hits_average;azure_hits_count;azure_hits_maximum;azure_hits_minimum;azure_hits_total,Count of hits,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_cachenodeid,count
azure_hitsbps_average;azure_hitsbps_count;azure_hitsbps_maximum;azure_hitsbps_minimum;azure_hitsbps_total,Hit Throughput,BitsPerSecond,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_cachenodeid,average
azure_inboundbps_average;azure_inboundbps_count;azure_inboundbps_maximum;azure_inboundbps_minimum;azure_inboundbps_total,Inbound Throughput,BitsPerSecond,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_cachenodeid,average
azure_misses_average;azure_misses_count;azure_misses_maximum;azure_misses_minimum;azure_misses_total,Count of misses,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_cachenodeid,count
azure_missesbps_average;azure_missesbps_count;azure_missesbps_maximum;azure_missesbps_minimum;azure_missesbps_total,Miss Throughput,BitsPerSecond,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_cachenodeid,average
azure_outboundbps_average;azure_outboundbps_count;azure_outboundbps_maximum;azure_outboundbps_minimum;azure_outboundbps_total,Outbound Throughput,BitsPerSecond,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_cachenodeid,average
