Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_ingressreceivedbytes_average;azure_ingressreceivedbytes_count;azure_ingressreceivedbytes_maximum;azure_ingressreceivedbytes_minimum;azure_ingressreceivedbytes_total,Count of bytes read from all event sources,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_ingressreceivedinvalidmessages_average;azure_ingressreceivedinvalidmessages_count;azure_ingressreceivedinvalidmessages_maximum;azure_ingressreceivedinvalidmessages_minimum;azure_ingressreceivedinvalidmessages_total,Count of invalid messages read from all Event hub or IoT hub event sources,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_ingressreceivedmessages_average;azure_ingressreceivedmessages_count;azure_ingressreceivedmessages_maximum;azure_ingressreceivedmessages_minimum;azure_ingressreceivedmessages_total,Count of messages read from all Event hub or IoT hub event sources,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_ingressreceivedmessagescountlag_average;azure_ingressreceivedmessagescountlag_count;azure_ingressreceivedmessagescountlag_maximum;azure_ingressreceivedmessagescountlag_minimum;azure_ingressreceivedmessagescountlag_total,Difference between the sequence number of last enqueued message in the event source partition and sequence number of messages being processed in Ingress,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,average
azure_ingressreceivedmessagestimelag_average;azure_ingressreceivedmessagestimelag_count;azure_ingressreceivedmessagestimelag_maximum;azure_ingressreceivedmessagestimelag_minimum;azure_ingressreceivedmessagestimelag_total,Difference between the time that the message is enqueued in the event source and the time it is processed in Ingress,Seconds,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,maximum
azure_ingressstoredbytes_average;azure_ingressstoredbytes_count;azure_ingressstoredbytes_maximum;azure_ingressstoredbytes_minimum;azure_ingressstoredbytes_total,Total size of events successfully processed and available for query,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_ingressstoredevents_average;azure_ingressstoredevents_count;azure_ingressstoredevents_maximum;azure_ingressstoredevents_minimum;azure_ingressstoredevents_total,Count of flattened events successfully processed and available for query,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_warmstoragemaxproperties_average;azure_warmstoragemaxproperties_count;azure_warmstoragemaxproperties_maximum;azure_warmstoragemaxproperties_minimum;azure_warmstoragemaxproperties_total,Maximum number of properties used allowed by the environment for S1/S2 SKU and maximum number of properties allowed by Warm Store for PAYG SKU,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,maximum
azure_warmstorageusedproperties_average;azure_warmstorageusedproperties_count;azure_warmstorageusedproperties_maximum;azure_warmstorageusedproperties_minimum;azure_warmstorageusedproperties_total,Number of properties used by the environment for S1/S2 SKU and number of properties used by Warm Store for PAYG SKU,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,maximum
