Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_jobauendedcancelled_average;azure_jobauendedcancelled_count;azure_jobauendedcancelled_maximum;azure_jobauendedcancelled_minimum;azure_jobauendedcancelled_total,Total AU time for cancelled jobs.,Seconds,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_jobauendedfailure_average;azure_jobauendedfailure_count;azure_jobauendedfailure_maximum;azure_jobauendedfailure_minimum;azure_jobauendedfailure_total,Total AU time for failed jobs.,Seconds,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_jobauendedsuccess_average;azure_jobauendedsuccess_count;azure_jobauendedsuccess_maximum;azure_jobauendedsuccess_minimum;azure_jobauendedsuccess_total,Total AU time for successful jobs.,Seconds,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_jobendedcancelled_average;azure_jobendedcancelled_count;azure_jobendedcancelled_maximum;azure_jobendedcancelled_minimum;azure_jobendedcancelled_total,Count of cancelled jobs.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_jobendedfailure_average;azure_jobendedfailure_count;azure_jobendedfailure_maximum;azure_jobendedfailure_minimum;azure_jobendedfailure_total,Count of failed jobs.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_jobendedsuccess_average;azure_jobendedsuccess_count;azure_jobendedsuccess_maximum;azure_jobendedsuccess_minimum;azure_jobendedsuccess_total,Count of successful jobs.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_jobstage_average;azure_jobstage_count;azure_jobstage_maximum;azure_jobstage_minimum;azure_jobstage_total,Number of jobs in each stage.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
