Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_indexreadvcoreallocationcurrent_average;azure_indexreadvcoreallocationcurrent_count;azure_indexreadvcoreallocationcurrent_maximum;azure_indexreadvcoreallocationcurrent_minimum;azure_indexreadvcoreallocationcurrent_total,The currently allocated vCore capacity for querying an index,Cores,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_indexsin,maximum
azure_indexreadvcoreallocationmaximum_average;azure_indexreadvcoreallocationmaximum_count;azure_indexreadvcoreallocationmaximum_maximum;azure_indexreadvcoreallocationmaximum_minimum;azure_indexreadvcoreallocationmaximum_total,The upper bound of vCore usage for querying an index,Cores,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_indexsin,maximum
azure_indexreadvcoreallocationminimum_average;azure_indexreadvcoreallocationminimum_count;azure_indexreadvcoreallocationminimum_maximum;azure_indexreadvcoreallocationminimum_minimum;azure_indexreadvcoreallocationminimum_total,The lower bound of vCore capacity for querying an index,Cores,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_indexsin,maximum
azure_indexwritevcoreallocationcurrent_average;azure_indexwritevcoreallocationcurrent_count;azure_indexwritevcoreallocationcurrent_maximum;azure_indexwritevcoreallocationcurrent_minimum;azure_indexwritevcoreallocationcurrent_total,The currently allocated vCore consumption for indexing documents,Cores,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_indexsin,maximum
azure_indexwritevcoreallocationmaximum_average;azure_indexwritevcoreallocationmaximum_count;azure_indexwritevcoreallocationmaximum_maximum;azure_indexwritevcoreallocationmaximum_minimum;azure_indexwritevcoreallocationmaximum_total,The upper bound of vCore usage for indexing documents,Cores,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_indexsin,maximum
azure_indexwritevcoreallocationminimum_average;azure_indexwritevcoreallocationminimum_count;azure_indexwritevcoreallocationminimum_maximum;azure_indexwritevcoreallocationminimum_minimum;azure_indexwritevcoreallocationminimum_total,The lower bound of vCore usage for indexing documents,Cores,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_indexsin,maximum
