Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_publishfailcount_average;azure_publishfailcount_count;azure_publishfailcount_maximum;azure_publishfailcount_minimum;azure_publishfailcount_total,Total events failed to publish to this partner namespace,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_errortype;metadata_error,total
azure_publishsuccesscount_average;azure_publishsuccesscount_count;azure_publishsuccesscount_maximum;azure_publishsuccesscount_minimum;azure_publishsuccesscount_total,Total events published to this partner namespace,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_unmatchedeventcount_average;azure_unmatchedeventcount_count;azure_unmatchedeventcount_maximum;azure_unmatchedeventcount_minimum;azure_unmatchedeventcount_total,Total events not matching any of the partner topics,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_publishsuccesslatencyinms_average;azure_publishsuccesslatencyinms_count;azure_publishsuccesslatencyinms_maximum;azure_publishsuccesslatencyinms_minimum;azure_publishsuccesslatencyinms_total,Publish success latency in milliseconds,MilliSeconds,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
