Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_bitsinpersecond_average;azure_bitsinpersecond_count;azure_bitsinpersecond_maximum;azure_bitsinpersecond_minimum;azure_bitsinpersecond_total,Bits ingressing Azure per second,BitsPerSecond,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,average
azure_bitsoutpersecond_average;azure_bitsoutpersecond_count;azure_bitsoutpersecond_maximum;azure_bitsoutpersecond_minimum;azure_bitsoutpersecond_total,Bits egressing Azure per second,BitsPerSecond,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,average
