Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_computationcount_average;azure_computationcount_count;azure_computationcount_maximum;azure_computationcount_minimum;azure_computationcount_total,Number of created computations,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_computationname,maximum
azure_dataassetcount_average;azure_dataassetcount_count;azure_dataassetcount_maximum;azure_dataassetcount_minimum;azure_dataassetcount_total,Number of created data assets,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_dataassetname,maximum
azure_pipelinecount_average;azure_pipelinecount_count;azure_pipelinecount_maximum;azure_pipelinecount_minimum;azure_pipelinecount_total,Number of created pipelines,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_pipelinename,maximum
azure_pipelinecount_average;azure_pipelinecount_count;azure_pipelinecount_maximum;azure_pipelinecount_minimum;azure_pipelinecount_total,Number of created pipelines,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_pipelinename,maximum
azure_proposalcount_average;azure_proposalcount_count;azure_proposalcount_maximum;azure_proposalcount_minimum;azure_proposalcount_total,Number of created proposals,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_proposalname,maximum
azure_scriptcount_average;azure_scriptcount_count;azure_scriptcount_maximum;azure_scriptcount_minimum;azure_scriptcount_total,Number of created scripts,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_scriptname,maximum
