Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_ncnodenetworktransmiterrstotal_average;azure_ncnodenetworktransmiterrstotal_count;azure_ncnodenetworktransmiterrstotal_maximum;azure_ncnodenetworktransmiterrstotal_minimum;azure_ncnodenetworktransmiterrstotal_total,Total network device errors transmitted,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_hostname;metadata_interface name,average
azure_nctotalcpuspernuma_average;azure_nctotalcpuspernuma_count;azure_nctotalcpuspernuma_maximum;azure_nctotalcpuspernuma_minimum;azure_nctotalcpuspernuma_total,Total number of CPUs available to Nexus per NUMA,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_hostname;metadata_numa node,average
azure_nctotalworkloadcpusallocatedpernuma_average;azure_nctotalworkloadcpusallocatedpernuma_count;azure_nctotalworkloadcpusallocatedpernuma_maximum;azure_nctotalworkloadcpusallocatedpernuma_minimum;azure_nctotalworkloadcpusallocatedpernuma_total,Total number of CPUs per NUMA allocated for Nexus Kubernetes and Tenant Workloads,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_hostname;metadata_numa node,average
azure_nctotalworkloadcpusavailablepernuma_average;azure_nctotalworkloadcpusavailablepernuma_count;azure_nctotalworkloadcpusavailablepernuma_maximum;azure_nctotalworkloadcpusavailablepernuma_minimum;azure_nctotalworkloadcpusavailablepernuma_total,Total number of CPUs per NUMA available to Nexus Kubernetes and Tenant Workloads,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_hostname;metadata_numa node,average
azure_nodebondingactive_average;azure_nodebondingactive_count;azure_nodebondingactive_maximum;azure_nodebondingactive_minimum;azure_nodebondingactive_total,Number of active interfaces per bonding interface,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_master,average
azure_nodememhugepagesfree_average;azure_nodememhugepagesfree_count;azure_nodememhugepagesfree_maximum;azure_nodememhugepagesfree_minimum;azure_nodememhugepagesfree_total,NUMA hugepages free by node,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_host;metadata_node,average
azure_nodememhugepagestotal_average;azure_nodememhugepagestotal_count;azure_nodememhugepagestotal_maximum;azure_nodememhugepagestotal_minimum;azure_nodememhugepagestotal_total,NUMA huge pages total by node,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_host;metadata_node,average
azure_nodememnumafree_average;azure_nodememnumafree_count;azure_nodememnumafree_maximum;azure_nodememnumafree_minimum;azure_nodememnumafree_total,NUMA memory free,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_name;metadata_host,average
azure_nodememnumashem_average;azure_nodememnumashem_count;azure_nodememnumashem_maximum;azure_nodememnumashem_minimum;azure_nodememnumashem_total,NUMA shared memory,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_host;metadata_node,average
azure_nodememnumaused_average;azure_nodememnumaused_count;azure_nodememnumaused_maximum;azure_nodememnumaused_minimum;azure_nodememnumaused_total,NUMA memory used,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_host;metadata_node,average
azure_nodenetworkcarrierchanges_average;azure_nodenetworkcarrierchanges_count;azure_nodenetworkcarrierchanges_maximum;azure_nodenetworkcarrierchanges_minimum;azure_nodenetworkcarrierchanges_total,Node network carrier changes,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_device;metadata_host,average
azure_nodenetworkmtubytes_average;azure_nodenetworkmtubytes_count;azure_nodenetworkmtubytes_maximum;azure_nodenetworkmtubytes_minimum;azure_nodenetworkmtubytes_total,Node network Maximum Transmission Unit (mtu_bytes) value of /sys/class/net/,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_device;metadata_host,average
azure_nodenetworkreceivemulticasttotal_average;azure_nodenetworkreceivemulticasttotal_count;azure_nodenetworkreceivemulticasttotal_maximum;azure_nodenetworkreceivemulticasttotal_minimum;azure_nodenetworkreceivemulticasttotal_total,Network device statistic receive_multicast,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_device;metadata_host,average
azure_nodenetworkreceivepackets_average;azure_nodenetworkreceivepackets_count;azure_nodenetworkreceivepackets_maximum;azure_nodenetworkreceivepackets_minimum;azure_nodenetworkreceivepackets_total,Network device statistic receive_packets,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_device;metadata_host,average
azure_nodenetworkspeedbytes_average;azure_nodenetworkspeedbytes_count;azure_nodenetworkspeedbytes_maximum;azure_nodenetworkspeedbytes_minimum;azure_nodenetworkspeedbytes_total,speed_bytes value of /sys/class/net/,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_device;metadata_host,average
azure_nodenetworktransmitpackets_average;azure_nodenetworktransmitpackets_count;azure_nodenetworktransmitpackets_maximum;azure_nodenetworktransmitpackets_minimum;azure_nodenetworktransmitpackets_total,Network device statistic transmit_packets,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_device;metadata_host,average
azure_nodenetworkup_average;azure_nodenetworkup_count;azure_nodenetworkup_maximum;azure_nodenetworkup_minimum;azure_nodenetworkup_total,"Value is 1 if operstate is 'up', 0 otherwise.",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_device;metadata_host,count
azure_nodenvmeinfo_average;azure_nodenvmeinfo_count;azure_nodenvmeinfo_maximum;azure_nodenvmeinfo_minimum;azure_nodenvmeinfo_total,"Non-numeric data from /sys/class/nvme/, value is always 1. Provides firmware, model, state and serial for a device",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_device;metadata_state,count
azure_nodeosinfo_average;azure_nodeosinfo_count;azure_nodeosinfo_maximum;azure_nodeosinfo_minimum;azure_nodeosinfo_total,Node OS information,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_host;metadata_name;metadata_version,count
azure_nodetimexmaxerrorseconds_average;azure_nodetimexmaxerrorseconds_count;azure_nodetimexmaxerrorseconds_maximum;azure_nodetimexmaxerrorseconds_minimum;azure_nodetimexmaxerrorseconds_total,Maximum time error between the local system and reference clock,Seconds,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_host,average
azure_nodetimexoffsetseconds_average;azure_nodetimexoffsetseconds_count;azure_nodetimexoffsetseconds_maximum;azure_nodetimexoffsetseconds_minimum;azure_nodetimexoffsetseconds_total,Time offset in between the local system and reference clock,Seconds,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_host,average
azure_nodetimexsyncstatus_average;azure_nodetimexsyncstatus_count;azure_nodetimexsyncstatus_maximum;azure_nodetimexsyncstatus_minimum;azure_nodetimexsyncstatus_total,"Is clock synchronized to a reliable server (1 = yes, 0 = no)",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_host,average
azure_nodevmoomkill_average;azure_nodevmoomkill_count;azure_nodevmoomkill_maximum;azure_nodevmoomkill_minimum;azure_nodevmoomkill_total,Information in /proc/vmstat pertaining to the field oom_kill,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_host,average
azure_nodevmstatpswpin_average;azure_nodevmstatpswpin_count;azure_nodevmstatpswpin_maximum;azure_nodevmstatpswpin_minimum;azure_nodevmstatpswpin_total,Information in /proc/vmstat pertaining to the field pswpin,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_host,average
azure_nodevmstatpswpout_average;azure_nodevmstatpswpout_count;azure_nodevmstatpswpout_maximum;azure_nodevmstatpswpout_minimum;azure_nodevmstatpswpout_total,Information in /proc/vmstat pertaining to the field pswpout,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_host,average
