Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_disk_read_bytes/sec_average;azure_disk_read_bytes/sec_count;azure_disk_read_bytes/sec_maximum;azure_disk_read_bytes/sec_minimum;azure_disk_read_bytes/sec_total,Average bytes read from disk during monitoring period.,BytesPerSecond,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_roleinstanceid,average
azure_disk_read_operations/sec_average;azure_disk_read_operations/sec_count;azure_disk_read_operations/sec_maximum;azure_disk_read_operations/sec_minimum;azure_disk_read_operations/sec_total,Disk Read IOPS.,CountPerSecond,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_roleinstanceid,average
azure_disk_write_bytes/sec_average;azure_disk_write_bytes/sec_count;azure_disk_write_bytes/sec_maximum;azure_disk_write_bytes/sec_minimum;azure_disk_write_bytes/sec_total,Average bytes written to disk during monitoring period.,BytesPerSecond,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_roleinstanceid,average
azure_disk_write_operations/sec_average;azure_disk_write_operations/sec_count;azure_disk_write_operations/sec_maximum;azure_disk_write_operations/sec_minimum;azure_disk_write_operations/sec_total,Disk Write IOPS.,CountPerSecond,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_roleinstanceid,average
azure_network_in_average;azure_network_in_count;azure_network_in_maximum;azure_network_in_minimum;azure_network_in_total,The number of bytes received on all network interfaces by the Virtual Machine(s) (Incoming Traffic).,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_roleinstanceid,total
azure_network_out_average;azure_network_out_count;azure_network_out_maximum;azure_network_out_minimum;azure_network_out_total,The number of bytes out on all network interfaces by the Virtual Machine(s) (Outgoing Traffic).,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_roleinstanceid,total
azure_percentage_cpu_average;azure_percentage_cpu_count;azure_percentage_cpu_maximum;azure_percentage_cpu_minimum;azure_percentage_cpu_total,The percentage of allocated compute units that are currently in use by the Virtual Machine(s).,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_roleinstanceid,average
