Name,Description,Unit,DataType,Attributes
pulsar_function_worker_total_expected_instance_count,"",,Gauge
pulsar_function_worker_total_function_count,"",,Gauge
pulsar_in_bytes_total,"",,Gauge
pulsar_in_messages_total,"",,Gauge
pulsar_metadata_store_ops_latency_ms,"",,Histogram
pulsar_metadata_store_put_bytes_created,"",,Sum
pulsar_metadata_store_put_bytes_total,"",,Sum
pulsar_ml_AddEntryBytesRate,"",,Gauge
pulsar_ml_AddEntryErrors,"",,Gauge
pulsar_ml_AddEntryLatencyBuckets,"",,Gauge
pulsar_ml_AddEntryLatencyBuckets_OVERFLOW,"",,Gauge
pulsar_ml_AddEntryMessagesRate,"",,Gauge
pulsar_ml_AddEntrySucceed,"",,Gauge
pulsar_ml_AddEntryWithReplicasBytesRate,"",,Gauge
pulsar_ml_EntrySizeBuckets,"",,Gauge
pulsar_ml_EntrySizeBuckets_OVERFLOW,"",,Gauge
pulsar_ml_LedgerAddEntryLatencyBuckets,"",,Gauge
pulsar_ml_LedgerAddEntryLatencyBuckets_OVERFLOW,"",,Gauge
pulsar_ml_LedgerSwitchLatencyBuckets,"",,Gauge
pulsar_ml_LedgerSwitchLatencyBuckets_OVERFLOW,"",,Gauge
pulsar_ml_MarkDeleteRate,"",,Gauge
pulsar_ml_NumberOfMessagesInBacklog,"",,Gauge
pulsar_ml_ReadEntriesBytesRate,"",,Gauge
pulsar_ml_ReadEntriesErrors,"",,Gauge
pulsar_ml_ReadEntriesOpsCacheMissesRate,"",,Gauge
pulsar_ml_ReadEntriesRate,"",,Gauge
pulsar_ml_ReadEntriesSucceeded,"",,Gauge
pulsar_ml_StoredMessagesSize,"",,Gauge
pulsar_ml_cache_entries,"",,Gauge
pulsar_ml_cache_evicted_entries_total,"",,Gauge
pulsar_ml_cache_evictions,"",,Gauge
pulsar_ml_cache_hits_rate,"",,Gauge
pulsar_ml_cache_hits_throughput,"",,Gauge
pulsar_ml_cache_inserted_entries_total,"",,Gauge
pulsar_ml_cache_misses_rate,"",,Gauge
pulsar_ml_cache_misses_throughput,"",,Gauge
pulsar_ml_cache_pendingreads_entries_notread_created,"",,Sum
pulsar_ml_cache_pendingreads_entries_notread_total,"",,Sum
pulsar_ml_cache_pendingreads_entries_read_created,"",,Sum
pulsar_ml_cache_pendingreads_entries_read_total,"",,Sum
pulsar_ml_cache_pendingreads_matched_created,"",,Sum
pulsar_ml_cache_pendingreads_matched_included_created,"",,Sum
pulsar_ml_cache_pendingreads_matched_included_total,"",,Sum
pulsar_ml_cache_pendingreads_matched_overlapping_miss_both_created,"",,Sum
pulsar_ml_cache_pendingreads_matched_overlapping_miss_both_total,"",,Sum
pulsar_ml_cache_pendingreads_matched_overlapping_miss_left_created,"",,Sum
pulsar_ml_cache_pendingreads_matched_overlapping_miss_left_total,"",,Sum
pulsar_ml_cache_pendingreads_matched_overlapping_miss_right_created,"",,Sum
pulsar_ml_cache_pendingreads_matched_overlapping_miss_right_total,"",,Sum
pulsar_ml_cache_pendingreads_matched_total,"",,Sum
pulsar_ml_cache_pendingreads_missed_created,"",,Sum
pulsar_ml_cache_pendingreads_missed_total,"",,Sum
pulsar_ml_cache_pool_active_allocations,"",,Gauge
pulsar_ml_cache_pool_active_allocations_huge,"",,Gauge
pulsar_ml_cache_pool_active_allocations_normal,"",,Gauge
pulsar_ml_cache_pool_active_allocations_small,"",,Gauge
pulsar_ml_cache_pool_allocated,"",,Gauge
pulsar_ml_cache_pool_used,"",,Gauge
pulsar_ml_cache_used_size,"",,Gauge
pulsar_ml_count,"",,Gauge
pulsar_ml_reads_available_inflight_bytes,"",,Gauge
pulsar_ml_reads_inflight_bytes,"",,Gauge
pulsar_msg_backlog,"",,Gauge
pulsar_out_bytes_total,"",,Gauge
pulsar_out_messages_total,"",,Gauge
pulsar_producers_count,"",,Gauge
pulsar_publish_rate_limit_times,"",,Gauge
pulsar_rate_in,"",,Gauge
pulsar_rate_out,"",,Gauge
pulsar_resource_group_aggregate_usage_secs,"",,Summary
pulsar_resource_group_calculate_quota_secs,"",,Summary
pulsar_schema_get_ops_latency,"",,Summary
pulsar_schema_put_ops_latency,"",,Summary
pulsar_storage_backlog_quota_limit,"",,Gauge
pulsar_storage_backlog_quota_limit_time,"",,Gauge
pulsar_storage_backlog_size,"",,Gauge
pulsar_storage_ledger_write_latency_count,"",,Gauge
pulsar_storage_ledger_write_latency_le_0_5,"",,Gauge
pulsar_storage_ledger_write_latency_le_1,"",,Gauge
pulsar_storage_ledger_write_latency_le_10,"",,Gauge
pulsar_storage_ledger_write_latency_le_100,"",,Gauge
pulsar_storage_ledger_write_latency_le_1000,"",,Gauge
pulsar_storage_ledger_write_latency_le_20,"",,Gauge
pulsar_storage_ledger_write_latency_le_200,"",,Gauge
pulsar_storage_ledger_write_latency_le_5,"",,Gauge
pulsar_storage_ledger_write_latency_le_50,"",,Gauge
pulsar_storage_ledger_write_latency_overflow,"",,Gauge
pulsar_storage_ledger_write_latency_sum,"",,Gauge
pulsar_storage_logical_size,"",,Gauge
pulsar_storage_offloaded_size,"",,Gauge
pulsar_storage_read_cache_misses_rate,"",,Gauge
pulsar_storage_read_rate,"",,Gauge
pulsar_storage_size,"",,Gauge
pulsar_storage_write_latency_count,"",,Gauge
pulsar_storage_write_latency_le_0_5,"",,Gauge
pulsar_storage_write_latency_le_1,"",,Gauge
pulsar_storage_write_latency_le_10,"",,Gauge
pulsar_storage_write_latency_le_100,"",,Gauge
pulsar_storage_write_latency_le_1000,"",,Gauge
pulsar_storage_write_latency_le_20,"",,Gauge
pulsar_storage_write_latency_le_200,"",,Gauge
pulsar_storage_write_latency_le_5,"",,Gauge
pulsar_storage_write_latency_le_50,"",,Gauge
pulsar_storage_write_latency_overflow,"",,Gauge
pulsar_storage_write_latency_sum,"",,Gauge
pulsar_storage_write_rate,"",,Gauge
pulsar_subscription_back_log,"",,Gauge
pulsar_subscription_back_log_no_delayed,"",,Gauge
pulsar_subscription_blocked_on_unacked_messages,"",,Gauge
pulsar_subscription_consumers_count,"",,Gauge
pulsar_subscription_delayed,"",,Gauge
