Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_builtinsqlpooldataprocessedbytes_average;azure_builtinsqlpooldataprocessedbytes_count;azure_builtinsqlpooldataprocessedbytes_maximum;azure_builtinsqlpooldataprocessedbytes_minimum;azure_builtinsqlpooldataprocessedbytes_total,Amount of data processed by queries,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_builtinsqlpoolloginattempts_average;azure_builtinsqlpoolloginattempts_count;azure_builtinsqlpoolloginattempts_maximum;azure_builtinsqlpoolloginattempts_minimum;azure_builtinsqlpoolloginattempts_total,Count of login attempts that succeded or failed,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_result,total
azure_builtinsqlpoolrequestsended_average;azure_builtinsqlpoolrequestsended_count;azure_builtinsqlpoolrequestsended_maximum;azure_builtinsqlpoolrequestsended_minimum;azure_builtinsqlpoolrequestsended_total,"Count of Requests that succeeded, failed, or were cancelled",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_result,total
azure_integrationactivityrunsended_average;azure_integrationactivityrunsended_count;azure_integrationactivityrunsended_maximum;azure_integrationactivityrunsended_minimum;azure_integrationactivityrunsended_total,"Count of integration activities that succeeded, failed, or were cancelled",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_result;metadata_failuretype;metadata_activity;metadata_activitytype;metadata_pipeline,total
azure_integrationlinkconnectionevents_average;azure_integrationlinkconnectionevents_count;azure_integrationlinkconnectionevents_maximum;azure_integrationlinkconnectionevents_minimum;azure_integrationlinkconnectionevents_total,"Number of Synapse Link connection events including start, stop and failure.",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_eventtype;metadata_linkconnectionname,total
azure_integrationlinkprocessedchangedrows_average;azure_integrationlinkprocessedchangedrows_count;azure_integrationlinkprocessedchangedrows_maximum;azure_integrationlinkprocessedchangedrows_minimum;azure_integrationlinkprocessedchangedrows_total,Changed row count processed by Synapse Link.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_tablename;metadata_linkconnectionname,total
azure_integrationlinkprocesseddatavolume_average;azure_integrationlinkprocesseddatavolume_count;azure_integrationlinkprocesseddatavolume_maximum;azure_integrationlinkprocesseddatavolume_minimum;azure_integrationlinkprocesseddatavolume_total,Data volume in bytes processed by Synapse Link.,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_tablename;metadata_linktablestatus;metadata_linkconnectionname,total
azure_integrationlinkprocessinglatencyinseconds_average;azure_integrationlinkprocessinglatencyinseconds_count;azure_integrationlinkprocessinglatencyinseconds_maximum;azure_integrationlinkprocessinglatencyinseconds_minimum;azure_integrationlinkprocessinglatencyinseconds_total,Synapse Link data processing latency in seconds.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_linkconnectionname,maximum
azure_integrationlinktableevents_average;azure_integrationlinktableevents_count;azure_integrationlinktableevents_maximum;azure_integrationlinktableevents_minimum;azure_integrationlinktableevents_total,"Number of Synapse Link table events including snapshot, removal and failure.",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_tablename;metadata_eventtype;metadata_linkconnectionname,total
azure_integrationpipelinerunsended_average;azure_integrationpipelinerunsended_count;azure_integrationpipelinerunsended_maximum;azure_integrationpipelinerunsended_minimum;azure_integrationpipelinerunsended_total,"Count of integration pipeline runs that succeeded, failed, or were cancelled",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_result;metadata_failuretype;metadata_pipeline,total
azure_integrationtriggerrunsended_average;azure_integrationtriggerrunsended_count;azure_integrationtriggerrunsended_maximum;azure_integrationtriggerrunsended_minimum;azure_integrationtriggerrunsended_total,"Count of integration triggers that succeeded, failed, or were cancelled",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_result;metadata_failuretype;metadata_trigger,total
azure_sqlstreamingbackloggedinputeventsources_average;azure_sqlstreamingbackloggedinputeventsources_count;azure_sqlstreamingbackloggedinputeventsources_maximum;azure_sqlstreamingbackloggedinputeventsources_minimum;azure_sqlstreamingbackloggedinputeventsources_total,"This is a preview metric available in East US, West Europe. Number of input events sources backlogged.",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_sqlpoolname;metadata_sqldatabasename;metadata_jobname;metadata_logicalname;metadata_partitionid;metadata_processorinstance,total
azure_sqlstreamingconversionerrors_average;azure_sqlstreamingconversionerrors_count;azure_sqlstreamingconversionerrors_maximum;azure_sqlstreamingconversionerrors_minimum;azure_sqlstreamingconversionerrors_total,"This is a preview metric available in East US, West Europe. Number of output events that could not be converted to the expected output schema. Error policy can be changed to 'Drop' to drop events that encounter this scenario.",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_sqlpoolname;metadata_sqldatabasename;metadata_jobname;metadata_logicalname;metadata_partitionid;metadata_processorinstance,total
azure_sqlstreamingdeserializationerror_average;azure_sqlstreamingdeserializationerror_count;azure_sqlstreamingdeserializationerror_maximum;azure_sqlstreamingdeserializationerror_minimum;azure_sqlstreamingdeserializationerror_total,"This is a preview metric available in East US, West Europe. Number of input events that could not be deserialized.",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_sqlpoolname;metadata_sqldatabasename;metadata_jobname;metadata_logicalname;metadata_partitionid;metadata_processorinstance,total
azure_sqlstreamingearlyinputevents_average;azure_sqlstreamingearlyinputevents_count;azure_sqlstreamingearlyinputevents_maximum;azure_sqlstreamingearlyinputevents_minimum;azure_sqlstreamingearlyinputevents_total,"This is a preview metric available in East US, West Europe. Number of input events which application time is considered early compared to arrival time, according to early arrival policy.",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_sqlpoolname;metadata_sqldatabasename;metadata_jobname;metadata_logicalname;metadata_partitionid;metadata_processorinstance,total
azure_sqlstreaminginputeventbytes_average;azure_sqlstreaminginputeventbytes_count;azure_sqlstreaminginputeventbytes_maximum;azure_sqlstreaminginputeventbytes_minimum;azure_sqlstreaminginputeventbytes_total,"This is a preview metric available in East US, West Europe. Amount of data received by the streaming job, in bytes. This can be used to validate that events are being sent to the input source.",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_sqlpoolname;metadata_sqldatabasename;metadata_jobname;metadata_logicalname;metadata_partitionid;metadata_processorinstance,total
azure_sqlstreaminginputevents_average;azure_sqlstreaminginputevents_count;azure_sqlstreaminginputevents_maximum;azure_sqlstreaminginputevents_minimum;azure_sqlstreaminginputevents_total,"This is a preview metric available in East US, West Europe. Number of input events.",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_sqlpoolname;metadata_sqldatabasename;metadata_jobname;metadata_logicalname;metadata_partitionid;metadata_processorinstance,total
azure_sqlstreaminginputeventssourcespersecond_average;azure_sqlstreaminginputeventssourcespersecond_count;azure_sqlstreaminginputeventssourcespersecond_maximum;azure_sqlstreaminginputeventssourcespersecond_minimum;azure_sqlstreaminginputeventssourcespersecond_total,"This is a preview metric available in East US, West Europe. Number of input events sources per second.",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_sqlpoolname;metadata_sqldatabasename;metadata_jobname;metadata_logicalname;metadata_partitionid;metadata_processorinstance,total
azure_sqlstreaminglateinputevents_average;azure_sqlstreaminglateinputevents_count;azure_sqlstreaminglateinputevents_maximum;azure_sqlstreaminglateinputevents_minimum;azure_sqlstreaminglateinputevents_total,"This is a preview metric available in East US, West Europe. Number of input events which application time is considered late compared to arrival time, according to late arrival policy.",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_sqlpoolname;metadata_sqldatabasename;metadata_jobname;metadata_logicalname;metadata_partitionid;metadata_processorinstance,total
azure_sqlstreamingoutoforderevents_average;azure_sqlstreamingoutoforderevents_count;azure_sqlstreamingoutoforderevents_maximum;azure_sqlstreamingoutoforderevents_minimum;azure_sqlstreamingoutoforderevents_total,"This is a preview metric available in East US, West Europe. Number of Event Hub Events (serialized messages) received by the Event Hub Input Adapter, received out of order that were either dropped or given an adjusted timestamp, based on the Event Ordering Policy.",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_sqlpoolname;metadata_sqldatabasename;metadata_jobname;metadata_logicalname;metadata_partitionid;metadata_processorinstance,total
azure_sqlstreamingoutputevents_average;azure_sqlstreamingoutputevents_count;azure_sqlstreamingoutputevents_maximum;azure_sqlstreamingoutputevents_minimum;azure_sqlstreamingoutputevents_total,"This is a preview metric available in East US, West Europe. Number of output events.",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_sqlpoolname;metadata_sqldatabasename;metadata_jobname;metadata_logicalname;metadata_partitionid;metadata_processorinstance,total
azure_sqlstreamingoutputwatermarkdelayseconds_average;azure_sqlstreamingoutputwatermarkdelayseconds_count;azure_sqlstreamingoutputwatermarkdelayseconds_maximum;azure_sqlstreamingoutputwatermarkdelayseconds_minimum;azure_sqlstreamingoutputwatermarkdelayseconds_total,"This is a preview metric available in East US, West Europe. Output watermark delay in seconds.",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_sqlpoolname;metadata_sqldatabasename;metadata_jobname;metadata_logicalname;metadata_partitionid;metadata_processorinstance,maximum
azure_sqlstreamingresourceutilization_average;azure_sqlstreamingresourceutilization_count;azure_sqlstreamingresourceutilization_maximum;azure_sqlstreamingresourceutilization_minimum;azure_sqlstreamingresourceutilization_total,"This is a preview metric available in East US, West Europe. Resource utilization expressed as a percentage. High utilization indicates that the job is using close to the maximum allocated resources.",Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_sqlpoolname;metadata_sqldatabasename;metadata_jobname;metadata_logicalname;metadata_partitionid;metadata_processorinstance,maximum
azure_sqlstreamingruntimeerrors_average;azure_sqlstreamingruntimeerrors_count;azure_sqlstreamingruntimeerrors_maximum;azure_sqlstreamingruntimeerrors_minimum;azure_sqlstreamingruntimeerrors_total,"This is a preview metric available in East US, West Europe. Total number of errors related to query processing (excluding errors found while ingesting events or outputting results).",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_sqlpoolname;metadata_sqldatabasename;metadata_jobname;metadata_logicalname;metadata_partitionid;metadata_processorinstance,total
