Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_envcoresquotalimit_average;azure_envcoresquotalimit_count;azure_envcoresquotalimit_maximum;azure_envcoresquotalimit_minimum;azure_envcoresquotalimit_total,The cores quota limit of managed environment,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,average
azure_envcoresquotautilization_average;azure_envcoresquotautilization_count;azure_envcoresquotautilization_maximum;azure_envcoresquotautilization_minimum;azure_envcoresquotautilization_total,The cores quota utilization of managed environment,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,average
