Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_cpupercentage_average;azure_cpupercentage_count;azure_cpupercentage_maximum;azure_cpupercentage_minimum;azure_cpupercentage_total,Average of the CPU percentages consumed by individual Container Groups in this Scale Set.,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,average
azure_cpuusage_average;azure_cpuusage_count;azure_cpuusage_maximum;azure_cpuusage_minimum;azure_cpuusage_total,Average of the CPU utilizations in millicores consumed by Container Groups in this Scale Set.,MilliCores,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,average
azure_memorypercentage_average;azure_memorypercentage_count;azure_memorypercentage_maximum;azure_memorypercentage_minimum;azure_memorypercentage_total,Average of the memory percentages consumed ((usedMemory/allocatedMemory) * 100) by Container Groups in this Scale Set.,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,average
azure_memoryusage_average;azure_memoryusage_count;azure_memoryusage_maximum;azure_memoryusage_minimum;azure_memoryusage_total,Total memory used by all the Container Groups in this Scale Set.,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
