Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_probeagentcurrentendpointstatebyprofileresourceid_average;azure_probeagentcurrentendpointstatebyprofileresourceid_count;azure_probeagentcurrentendpointstatebyprofileresourceid_maximum;azure_probeagentcurrentendpointstatebyprofileresourceid_minimum;azure_probeagentcurrentendpointstatebyprofileresourceid_total,"1 if an endpoint's probe status is ""Enabled"", 0 otherwise.",Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_endpointname,maximum
azure_qpsbyendpoint_average;azure_qpsbyendpoint_count;azure_qpsbyendpoint_maximum;azure_qpsbyendpoint_minimum;azure_qpsbyendpoint_total,Number of times a Traffic Manager endpoint was returned in the given time frame,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_endpointname,total
