azure_probeagentcurrentendpointstatebyprofileresourceid_average;azure_probeagentcurrentendpointstatebyprofileresourceid_count;azure_probeagentcurrentendpointstatebyprofileresourceid_maximum;azure_probeagentcurrentendpointstatebyprofileresourceid_minimum;azure_probeagentcurrentendpointstatebyprofileresourceid_total,Gauge,Count,"1 if an endpoint's probe status is ""Enabled"", 0 otherwise.",
azure_qpsbyendpoint_average;azure_qpsbyendpoint_count;azure_qpsbyendpoint_maximum;azure_qpsbyendpoint_minimum;azure_qpsbyendpoint_total,Gauge,Count,Number of times a Traffic Manager endpoint was returned in the given time frame,
