azure_available_memory_bytes_average;azure_available_memory_bytes_count;azure_available_memory_bytes_maximum;azure_available_memory_bytes_minimum;azure_available_memory_bytes_total,Gauge,Bytes,"Amount of physical memory, in bytes, immediately available for allocation to a process or for system use in the Virtual Machine",
azure_cpu_credits_consumed_average;azure_cpu_credits_consumed_count;azure_cpu_credits_consumed_maximum;azure_cpu_credits_consumed_minimum;azure_cpu_credits_consumed_total,Gauge,Count,Total number of credits consumed by the Virtual Machine. Only available on B-series burstable VMs,
azure_cpu_credits_remaining_average;azure_cpu_credits_remaining_count;azure_cpu_credits_remaining_maximum;azure_cpu_credits_remaining_minimum;azure_cpu_credits_remaining_total,Gauge,Count,Total number of credits available to burst. Only available on B-series burstable VMs,
azure_data_disk_bandwidth_consumed_percentage_average;azure_data_disk_bandwidth_consumed_percentage_count;azure_data_disk_bandwidth_consumed_percentage_maximum;azure_data_disk_bandwidth_consumed_percentage_minimum;azure_data_disk_bandwidth_consumed_percentage_total,Gauge,Percent,Percentage of data disk bandwidth consumed per minute. Only available on VM series that support premium storage.,
azure_data_disk_iops_consumed_percentage_average;azure_data_disk_iops_consumed_percentage_count;azure_data_disk_iops_consumed_percentage_maximum;azure_data_disk_iops_consumed_percentage_minimum;azure_data_disk_iops_consumed_percentage_total,Gauge,Percent,Percentage of data disk I/Os consumed per minute. Only available on VM series that support premium storage.,
azure_data_disk_max_burst_bandwidth_average;azure_data_disk_max_burst_bandwidth_count;azure_data_disk_max_burst_bandwidth_maximum;azure_data_disk_max_burst_bandwidth_minimum;azure_data_disk_max_burst_bandwidth_total,Gauge,Count,Maximum bytes per second throughput Data Disk can achieve with bursting,
azure_data_disk_max_burst_iops_average;azure_data_disk_max_burst_iops_count;azure_data_disk_max_burst_iops_maximum;azure_data_disk_max_burst_iops_minimum;azure_data_disk_max_burst_iops_total,Gauge,Count,Maximum IOPS Data Disk can achieve with bursting,
azure_data_disk_queue_depth_average;azure_data_disk_queue_depth_count;azure_data_disk_queue_depth_maximum;azure_data_disk_queue_depth_minimum;azure_data_disk_queue_depth_total,Gauge,Count,Data Disk Queue Depth(or Queue Length),
azure_data_disk_read_bytes/sec_average;azure_data_disk_read_bytes/sec_count;azure_data_disk_read_bytes/sec_maximum;azure_data_disk_read_bytes/sec_minimum;azure_data_disk_read_bytes/sec_total,Gauge,BytesPerSecond,Bytes/Sec read from a single disk during monitoring period,
azure_data_disk_read_operations/sec_average;azure_data_disk_read_operations/sec_count;azure_data_disk_read_operations/sec_maximum;azure_data_disk_read_operations/sec_minimum;azure_data_disk_read_operations/sec_total,Gauge,CountPerSecond,Read IOPS from a single disk during monitoring period,
azure_data_disk_target_bandwidth_average;azure_data_disk_target_bandwidth_count;azure_data_disk_target_bandwidth_maximum;azure_data_disk_target_bandwidth_minimum;azure_data_disk_target_bandwidth_total,Gauge,Count,Baseline bytes per second throughput Data Disk can achieve without bursting,
azure_data_disk_target_iops_average;azure_data_disk_target_iops_count;azure_data_disk_target_iops_maximum;azure_data_disk_target_iops_minimum;azure_data_disk_target_iops_total,Gauge,Count,Baseline IOPS Data Disk can achieve without bursting,
azure_data_disk_used_burst_bps_credits_percentage_average;azure_data_disk_used_burst_bps_credits_percentage_count;azure_data_disk_used_burst_bps_credits_percentage_maximum;azure_data_disk_used_burst_bps_credits_percentage_minimum;azure_data_disk_used_burst_bps_credits_percentage_total,Gauge,Percent,Percentage of Data Disk burst bandwidth credits used so far,
azure_data_disk_used_burst_io_credits_percentage_average;azure_data_disk_used_burst_io_credits_percentage_count;azure_data_disk_used_burst_io_credits_percentage_maximum;azure_data_disk_used_burst_io_credits_percentage_minimum;azure_data_disk_used_burst_io_credits_percentage_total,Gauge,Percent,Percentage of Data Disk burst I/O credits used so far,
azure_data_disk_write_bytes/sec_average;azure_data_disk_write_bytes/sec_count;azure_data_disk_write_bytes/sec_maximum;azure_data_disk_write_bytes/sec_minimum;azure_data_disk_write_bytes/sec_total,Gauge,BytesPerSecond,Bytes/Sec written to a single disk during monitoring period,
azure_data_disk_write_operations/sec_average;azure_data_disk_write_operations/sec_count;azure_data_disk_write_operations/sec_maximum;azure_data_disk_write_operations/sec_minimum;azure_data_disk_write_operations/sec_total,Gauge,CountPerSecond,Write IOPS from a single disk during monitoring period,
azure_disk_read_bytes_average;azure_disk_read_bytes_count;azure_disk_read_bytes_maximum;azure_disk_read_bytes_minimum;azure_disk_read_bytes_total,Gauge,Bytes,Bytes read from disk during monitoring period,
azure_disk_read_operations/sec_average;azure_disk_read_operations/sec_count;azure_disk_read_operations/sec_maximum;azure_disk_read_operations/sec_minimum;azure_disk_read_operations/sec_total,Gauge,CountPerSecond,Disk Read IOPS,
azure_disk_write_bytes_average;azure_disk_write_bytes_count;azure_disk_write_bytes_maximum;azure_disk_write_bytes_minimum;azure_disk_write_bytes_total,Gauge,Bytes,Bytes written to disk during monitoring period,
azure_disk_write_operations/sec_average;azure_disk_write_operations/sec_count;azure_disk_write_operations/sec_maximum;azure_disk_write_operations/sec_minimum;azure_disk_write_operations/sec_total,Gauge,CountPerSecond,Disk Write IOPS,
azure_inbound_flows_average;azure_inbound_flows_count;azure_inbound_flows_maximum;azure_inbound_flows_minimum;azure_inbound_flows_total,Gauge,Count,Inbound Flows are number of current flows in the inbound direction (traffic going into the VM),
azure_inbound_flows_maximum_creation_rate_average;azure_inbound_flows_maximum_creation_rate_count;azure_inbound_flows_maximum_creation_rate_maximum;azure_inbound_flows_maximum_creation_rate_minimum;azure_inbound_flows_maximum_creation_rate_total,Gauge,CountPerSecond,The maximum creation rate of inbound flows (traffic going into the VM),
azure_network_in_average;azure_network_in_count;azure_network_in_maximum;azure_network_in_minimum;azure_network_in_total,Gauge,Bytes,The number of billable bytes received on all network interfaces by the Virtual Machine(s) (Incoming Traffic) (Deprecated),
azure_network_in_total_average;azure_network_in_total_count;azure_network_in_total_maximum;azure_network_in_total_minimum;azure_network_in_total_total,Gauge,Bytes,The number of bytes received on all network interfaces by the Virtual Machine(s) (Incoming Traffic),
