Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_cpupercentage_average;azure_cpupercentage_count;azure_cpupercentage_maximum;azure_cpupercentage_minimum;azure_cpupercentage_total,The average CPU used across all instances of the worker pool.,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_instance,average
azure_memorypercentage_average;azure_memorypercentage_count;azure_memorypercentage_maximum;azure_memorypercentage_minimum;azure_memorypercentage_total,The average memory used across all instances of the worker pool.,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_instance,average
azure_workersavailable_average;azure_workersavailable_count;azure_workersavailable_maximum;azure_workersavailable_minimum;azure_workersavailable_total,Available Workers,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,average
azure_workerstotal_average;azure_workerstotal_count;azure_workerstotal_maximum;azure_workerstotal_minimum;azure_workerstotal_total,Total Workers,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,average
azure_workersused_average;azure_workersused_count;azure_workersused_maximum;azure_workersused_minimum;azure_workersused_total,Used Workers,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,average
