Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_ingestbitrate_average;azure_ingestbitrate_count;azure_ingestbitrate_maximum;azure_ingestbitrate_minimum;azure_ingestbitrate_total,"The incoming bitrate ingested for a live event, in bits per second.",BitsPerSecond,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_trackname,average
azure_ingestdriftvalue_average;azure_ingestdriftvalue_count;azure_ingestdriftvalue_maximum;azure_ingestdriftvalue_minimum;azure_ingestdriftvalue_total,"Drift between the timestamp of the ingested content and the system clock, measured in seconds per minute. A non zero value indicates that the ingested content is arriving slower than system clock time.",Seconds,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_trackname,maximum
azure_ingestlasttimestamp_average;azure_ingestlasttimestamp_count;azure_ingestlasttimestamp_maximum;azure_ingestlasttimestamp_minimum;azure_ingestlasttimestamp_total,Last timestamp ingested for a live event.,Milliseconds,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_trackname,maximum
azure_liveoutputlasttimestamp_average;azure_liveoutputlasttimestamp_count;azure_liveoutputlasttimestamp_maximum;azure_liveoutputlasttimestamp_minimum;azure_liveoutputlasttimestamp_total,Timestamp of the last fragment uploaded to storage for a live event output.,Milliseconds,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_trackname,maximum
