Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_eventhubtotalevents_average;azure_eventhubtotalevents_count;azure_eventhubtotalevents_maximum;azure_eventhubtotalevents_minimum;azure_eventhubtotalevents_total,Number of events sent to EventHub,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_location,total
azure_eventhubtotalfailedevents_average;azure_eventhubtotalfailedevents_count;azure_eventhubtotalfailedevents_maximum;azure_eventhubtotalfailedevents_minimum;azure_eventhubtotalfailedevents_total,Number of failed EventHub events,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_location,total
azure_failedrequests_average;azure_failedrequests_count;azure_failedrequests_maximum;azure_failedrequests_minimum;azure_failedrequests_total,Number of failures in gateway requests - Use multi-dimension request metric with GatewayResponseCodeCategory dimension instead,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_location;metadata_hostname,total
azure_networkconnectivity_average;azure_networkconnectivity_count;azure_networkconnectivity_maximum;azure_networkconnectivity_minimum;azure_networkconnectivity_total,Network Connectivity status of dependent resource types from API Management service,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_location;metadata_resourcetype,average
azure_otherrequests_average;azure_otherrequests_count;azure_otherrequests_maximum;azure_otherrequests_minimum;azure_otherrequests_total,Number of other gateway requests - Use multi-dimension request metric with GatewayResponseCodeCategory dimension instead,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_location;metadata_hostname,total
azure_requests_average;azure_requests_count;azure_requests_maximum;azure_requests_minimum;azure_requests_total,Gateway request metrics with multiple dimensions,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_location;metadata_hostname;metadata_lasterrorreason;metadata_backendresponsecode;metadata_gatewayresponsecode;metadata_backendresponsecodecategory;metadata_gatewayresponsecodecategory,total
azure_successfulrequests_average;azure_successfulrequests_count;azure_successfulrequests_maximum;azure_successfulrequests_minimum;azure_successfulrequests_total,Number of successful gateway requests - Use multi-dimension request metric with GatewayResponseCodeCategory dimension instead,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_location;metadata_hostname,total
azure_totalrequests_average;azure_totalrequests_count;azure_totalrequests_maximum;azure_totalrequests_minimum;azure_totalrequests_total,Number of gateway requests - Use multi-dimension request metric with GatewayResponseCodeCategory dimension instead,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_location;metadata_hostname,total
azure_unauthorizedrequests_average;azure_unauthorizedrequests_count;azure_unauthorizedrequests_maximum;azure_unauthorizedrequests_minimum;azure_unauthorizedrequests_total,Number of unauthorized gateway requests - Use multi-dimension request metric with GatewayResponseCodeCategory dimension instead,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_location;metadata_hostname,total
azure_websocketmessages_average;azure_websocketmessages_count;azure_websocketmessages_maximum;azure_websocketmessages_minimum;azure_websocketmessages_total,Count of WebSocket messages based on selected source and destination,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_location;metadata_source;metadata_destination,total
