Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_gpuutilizationpercentage_average;azure_gpuutilizationpercentage_count;azure_gpuutilizationpercentage_maximum;azure_gpuutilizationpercentage_minimum;azure_gpuutilizationpercentage_total,GPU utilization percentage,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_accountname;metadata_clustername;metadata_environment;metadata_instance;metadata_jobcontainerid;metadata_jobinstanceid;metadata_jobname;metadata_region,average
