Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_pingmesh_average;azure_pingmesh_count;azure_pingmesh_maximum;azure_pingmesh_minimum;azure_pingmesh_total,Communication status shows 1 if all communication is good and 0 if its bad.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,average
azure_sessions_average;azure_sessions_count;azure_sessions_maximum;azure_sessions_minimum;azure_sessions_total,Sessions Count for the Bastion. View in sum and per instance.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_host,total
azure_total_average;azure_total_count;azure_total_maximum;azure_total_minimum;azure_total_total,Total memory stats.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_host,average
azure_usage_user_average;azure_usage_user_count;azure_usage_user_maximum;azure_usage_user_minimum;azure_usage_user_total,CPU Usage stats.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_cpu;metadata_host,average
azure_used_average;azure_used_count;azure_used_maximum;azure_used_minimum;azure_used_total,Memory Usage stats.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_host,average
