kafka_connect_connect_coordinator_metrics_rebalance_latency_avg,"The average time taken for a group to complete a successful rebalance, which may be composed of several failed re-trials until it succeeded kafka.connect:name=null,type=connect-coordinator-metrics,attribute=rebalance-latency-avg",,Gauge
kafka_connect_connect_coordinator_metrics_rebalance_latency_max,"The max time taken for a group to complete a successful rebalance, which may be composed of several failed re-trials until it succeeded kafka.connect:name=null,type=connect-coordinator-metrics,attribute=rebalance-latency-max",,Gauge
kafka_connect_connect_coordinator_metrics_rebalance_latency_total,"The total number of milliseconds this consumer has spent in successful rebalances since creation kafka.connect:name=null,type=connect-coordinator-metrics,attribute=rebalance-latency-total",,Gauge
kafka_connect_connect_coordinator_metrics_rebalance_rate_per_hour,"The number of successful rebalance events per hour, each event is composed of several failed re-trials until it succeeded kafka.connect:name=null,type=connect-coordinator-metrics,attribute=rebalance-rate-per-hour",,Gauge
kafka_connect_connect_coordinator_metrics_rebalance_total,"The total number of successful rebalance events, each event is composed of several failed re-trials until it succeeded kafka.connect:name=null,type=connect-coordinator-metrics,attribute=rebalance-total",,Gauge
kafka_connect_connect_coordinator_metrics_sync_rate,"The number of group syncs per second kafka.connect:name=null,type=connect-coordinator-metrics,attribute=sync-rate",,Gauge
kafka_connect_connect_coordinator_metrics_sync_time_avg,"The average time taken for a group sync kafka.connect:name=null,type=connect-coordinator-metrics,attribute=sync-time-avg",,Gauge
kafka_connect_connect_coordinator_metrics_sync_time_max,"The max time taken for a group sync kafka.connect:name=null,type=connect-coordinator-metrics,attribute=sync-time-max",,Gauge
kafka_connect_connect_coordinator_metrics_sync_total,"The total number of group syncs kafka.connect:name=null,type=connect-coordinator-metrics,attribute=sync-total",,Gauge
kafka_connect_connect_metrics_connection_close_rate,"The number of connections closed per second kafka.connect:name=null,type=connect-metrics,attribute=connection-close-rate",,Gauge
kafka_connect_connect_metrics_connection_close_total,"The total number of connections closed kafka.connect:name=null,type=connect-metrics,attribute=connection-close-total",,Gauge
kafka_connect_connect_metrics_connection_count,"The current number of active connections. kafka.connect:name=null,type=connect-metrics,attribute=connection-count",,Gauge
kafka_connect_connect_metrics_connection_creation_rate,"The number of new connections established per second kafka.connect:name=null,type=connect-metrics,attribute=connection-creation-rate",,Gauge
kafka_connect_connect_metrics_connection_creation_total,"The total number of new connections established kafka.connect:name=null,type=connect-metrics,attribute=connection-creation-total",,Gauge
kafka_connect_connect_metrics_failed_authentication_rate,"The number of connections with failed authentication per second kafka.connect:name=null,type=connect-metrics,attribute=failed-authentication-rate",,Gauge
kafka_connect_connect_metrics_failed_authentication_total,"The total number of connections with failed authentication kafka.connect:name=null,type=connect-metrics,attribute=failed-authentication-total",,Gauge
kafka_connect_connect_metrics_failed_reauthentication_rate,"The number of failed re-authentication of connections per second kafka.connect:name=null,type=connect-metrics,attribute=failed-reauthentication-rate",,Gauge
kafka_connect_connect_metrics_failed_reauthentication_total,"The total number of failed re-authentication of connections kafka.connect:name=null,type=connect-metrics,attribute=failed-reauthentication-total",,Gauge
kafka_connect_connect_metrics_incoming_byte_rate,"The number of bytes read off all sockets per second kafka.connect:name=null,type=connect-metrics,attribute=incoming-byte-rate",,Gauge
kafka_connect_connect_metrics_incoming_byte_total,"The total number of bytes read off all sockets kafka.connect:name=null,type=connect-metrics,attribute=incoming-byte-total",,Gauge
kafka_connect_connect_metrics_io_ratio,"*Deprecated* The fraction of time the I/O thread spent doing I/O kafka.connect:name=null,type=connect-metrics,attribute=io-ratio",,Gauge
kafka_connect_connect_metrics_io_time_ns_avg,"The average length of time for I/O per select call in nanoseconds. kafka.connect:name=null,type=connect-metrics,attribute=io-time-ns-avg",,Gauge
kafka_connect_connect_metrics_io_time_ns_total,"The total time the I/O thread spent doing I/O kafka.connect:name=null,type=connect-metrics,attribute=io-time-ns-total",,Gauge
kafka_connect_connect_metrics_io_wait_ratio,"*Deprecated* The fraction of time the I/O thread spent waiting kafka.connect:name=null,type=connect-metrics,attribute=io-wait-ratio",,Gauge
kafka_connect_connect_metrics_io_wait_time_ns_avg,"The average length of time the I/O thread spent waiting for a socket ready for reads or writes in nanoseconds. kafka.connect:name=null,type=connect-metrics,attribute=io-wait-time-ns-avg",,Gauge
kafka_connect_connect_metrics_io_wait_time_ns_total,"The total time the I/O thread spent waiting kafka.connect:name=null,type=connect-metrics,attribute=io-wait-time-ns-total",,Gauge
kafka_connect_connect_metrics_io_waittime_total,"*Deprecated* The total time the I/O thread spent waiting kafka.connect:name=null,type=connect-metrics,attribute=io-waittime-total",,Gauge
kafka_connect_connect_metrics_iotime_total,"*Deprecated* The total time the I/O thread spent doing I/O kafka.connect:name=null,type=connect-metrics,attribute=iotime-total",,Gauge
kafka_connect_connect_metrics_network_io_rate,"The number of network operations (reads or writes) on all connections per second kafka.connect:name=null,type=connect-metrics,attribute=network-io-rate",,Gauge
kafka_connect_connect_metrics_network_io_total,"The total number of network operations (reads or writes) on all connections kafka.connect:name=null,type=connect-metrics,attribute=network-io-total",,Gauge
kafka_connect_connect_metrics_outgoing_byte_rate,"The number of outgoing bytes sent to all servers per second kafka.connect:name=null,type=connect-metrics,attribute=outgoing-byte-rate",,Gauge
kafka_connect_connect_metrics_outgoing_byte_total,"The total number of outgoing bytes sent to all servers kafka.connect:name=null,type=connect-metrics,attribute=outgoing-byte-total",,Gauge
kafka_connect_connect_metrics_reauthentication_latency_avg,"The average latency observed due to re-authentication kafka.connect:name=null,type=connect-metrics,attribute=reauthentication-latency-avg",,Gauge
kafka_connect_connect_metrics_reauthentication_latency_max,"The max latency observed due to re-authentication kafka.connect:name=null,type=connect-metrics,attribute=reauthentication-latency-max",,Gauge
kafka_connect_connect_metrics_request_rate,"The number of requests sent per second kafka.connect:name=null,type=connect-metrics,attribute=request-rate",,Gauge
kafka_connect_connect_metrics_request_size_avg,"The average size of requests sent. kafka.connect:name=null,type=connect-metrics,attribute=request-size-avg",,Gauge
kafka_connect_connect_metrics_request_size_max,"The maximum size of any request sent. kafka.connect:name=null,type=connect-metrics,attribute=request-size-max",,Gauge
kafka_connect_connect_metrics_request_total,"The total number of requests sent kafka.connect:name=null,type=connect-metrics,attribute=request-total",,Gauge
kafka_connect_connect_metrics_response_rate,"The number of responses received per second kafka.connect:name=null,type=connect-metrics,attribute=response-rate",,Gauge
kafka_connect_connect_metrics_response_total,"The total number of responses received kafka.connect:name=null,type=connect-metrics,attribute=response-total",,Gauge
kafka_connect_connect_metrics_select_rate,"The number of times the I/O layer checked for new I/O to perform per second kafka.connect:name=null,type=connect-metrics,attribute=select-rate",,Gauge
kafka_connect_connect_metrics_select_total,"The total number of times the I/O layer checked for new I/O to perform kafka.connect:name=null,type=connect-metrics,attribute=select-total",,Gauge
kafka_connect_connect_metrics_successful_authentication_no_reauth_total,"The total number of connections with successful authentication where the client does not support re-authentication kafka.connect:name=null,type=connect-metrics,attribute=successful-authentication-no-reauth-total",,Gauge
kafka_connect_connect_metrics_successful_authentication_rate,"The number of connections with successful authentication per second kafka.connect:name=null,type=connect-metrics,attribute=successful-authentication-rate",,Gauge
kafka_connect_connect_metrics_successful_authentication_total,"The total number of connections with successful authentication kafka.connect:name=null,type=connect-metrics,attribute=successful-authentication-total",,Gauge
kafka_connect_connect_metrics_successful_reauthentication_rate,"The number of successful re-authentication of connections per second kafka.connect:name=null,type=connect-metrics,attribute=successful-reauthentication-rate",,Gauge
kafka_connect_connect_metrics_successful_reauthentication_total,"The total number of successful re-authentication of connections kafka.connect:name=null,type=connect-metrics,attribute=successful-reauthentication-total",,Gauge
kafka_connect_connect_node_metrics_incoming_byte_rate,"The number of incoming bytes per second kafka.connect:name=null,type=connect-node-metrics,attribute=incoming-byte-rate",,Gauge
kafka_connect_connect_node_metrics_incoming_byte_total,"The total number of incoming bytes kafka.connect:name=null,type=connect-node-metrics,attribute=incoming-byte-total",,Gauge
kafka_connect_connect_node_metrics_outgoing_byte_rate,"The number of outgoing bytes per second kafka.connect:name=null,type=connect-node-metrics,attribute=outgoing-byte-rate",,Gauge
kafka_connect_connect_node_metrics_outgoing_byte_total,"The total number of outgoing bytes kafka.connect:name=null,type=connect-node-metrics,attribute=outgoing-byte-total",,Gauge
kafka_connect_connect_node_metrics_request_latency_avg," kafka.connect:name=null,type=connect-node-metrics,attribute=request-latency-avg",,Gauge
kafka_connect_connect_node_metrics_request_latency_max," kafka.connect:name=null,type=connect-node-metrics,attribute=request-latency-max",,Gauge
kafka_connect_connect_node_metrics_request_rate,"The number of requests sent per second kafka.connect:name=null,type=connect-node-metrics,attribute=request-rate",,Gauge
kafka_connect_connect_node_metrics_request_size_avg,"The average size of requests sent. kafka.connect:name=null,type=connect-node-metrics,attribute=request-size-avg",,Gauge
kafka_connect_connect_node_metrics_request_size_max,"The maximum size of any request sent. kafka.connect:name=null,type=connect-node-metrics,attribute=request-size-max",,Gauge
