Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_inreqs_average;azure_inreqs_count;azure_inreqs_maximum;azure_inreqs_minimum;azure_inreqs_total,Total incoming send requests for a namespace (Deprecated),Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_interr_average;azure_interr_count;azure_interr_maximum;azure_interr_minimum;azure_interr_total,Total internal server errors for a namespace (Deprecated),Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_miscerr_average;azure_miscerr_count;azure_miscerr_maximum;azure_miscerr_minimum;azure_miscerr_total,Total failed requests for a namespace (Deprecated),Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_namespacecpuusage_average;azure_namespacecpuusage_count;azure_namespacecpuusage_maximum;azure_namespacecpuusage_minimum;azure_namespacecpuusage_total,CPU usage metric for Premium SKU namespaces.,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_replica,maximum
azure_namespacememoryusage_average;azure_namespacememoryusage_count;azure_namespacememoryusage_maximum;azure_namespacememoryusage_minimum;azure_namespacememoryusage_total,Memory usage metric for Premium SKU namespaces.,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_replica,maximum
azure_outgoingbytes_average;azure_outgoingbytes_count;azure_outgoingbytes_maximum;azure_outgoingbytes_minimum;azure_outgoingbytes_total,Outgoing Bytes for Microsoft.EventHub.,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_entityname,total
azure_outgoingmessages_average;azure_outgoingmessages_count;azure_outgoingmessages_maximum;azure_outgoingmessages_minimum;azure_outgoingmessages_total,Outgoing Messages for Microsoft.EventHub.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_entityname,total
azure_outmsgs_average;azure_outmsgs_count;azure_outmsgs_maximum;azure_outmsgs_minimum;azure_outmsgs_total,Total outgoing messages for a namespace. This metric is deprecated. Please use Outgoing Messages metric instead (Deprecated),Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_quotaexceedederrors_average;azure_quotaexceedederrors_count;azure_quotaexceedederrors_maximum;azure_quotaexceedederrors_minimum;azure_quotaexceedederrors_total,Quota Exceeded Errors for Microsoft.EventHub.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_entityname;metadata_operationresult,total
azure_servererrors_average;azure_servererrors_count;azure_servererrors_maximum;azure_servererrors_minimum;azure_servererrors_total,Server Errors for Microsoft.EventHub.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_entityname;metadata_operationresult,total
azure_size_average;azure_size_count;azure_size_maximum;azure_size_minimum;azure_size_total,Size of an EventHub in Bytes.,Bytes,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_entityname,average
azure_successfulrequests_average;azure_successfulrequests_count;azure_successfulrequests_maximum;azure_successfulrequests_minimum;azure_successfulrequests_total,Successful Requests for Microsoft.EventHub.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_entityname;metadata_operationresult,total
azure_succreq_average;azure_succreq_count;azure_succreq_maximum;azure_succreq_minimum;azure_succreq_total,Total successful requests for a namespace (Deprecated),Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_svrbsy_average;azure_svrbsy_count;azure_svrbsy_maximum;azure_svrbsy_minimum;azure_svrbsy_total,Total server busy errors for a namespace (Deprecated),Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_throttledrequests_average;azure_throttledrequests_count;azure_throttledrequests_maximum;azure_throttledrequests_minimum;azure_throttledrequests_total,Throttled Requests for Microsoft.EventHub.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_entityname;metadata_operationresult,total
azure_usererrors_average;azure_usererrors_count;azure_usererrors_maximum;azure_usererrors_minimum;azure_usererrors_total,User Errors for Microsoft.EventHub.,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location;metadata_entityname;metadata_operationresult,total
