Name,Description,Unit,DataType,Attributes,Default Aggregation
azure_queryvolume_average;azure_queryvolume_count;azure_queryvolume_maximum;azure_queryvolume_minimum;azure_queryvolume_total,Number of queries served for a DNS zone,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,total
azure_recordsetcapacityutilization_average;azure_recordsetcapacityutilization_count;azure_recordsetcapacityutilization_maximum;azure_recordsetcapacityutilization_minimum;azure_recordsetcapacityutilization_total,Percent of Record Set capacity utilized by a DNS zone,Percent,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,maximum
azure_recordsetcount_average;azure_recordsetcount_count;azure_recordsetcount_maximum;azure_recordsetcount_minimum;azure_recordsetcount_total,Number of Record Sets in a DNS zone,Count,Gauge,azuremonitor.subscription_id;azuremonitor.tenant_id;azuremonitor.resource_id;location,maximum
